data_owner;data_contributors;site;geographical_position;geographical_position_specification;geographical_latitude;geographical_longitude;geographical_altitude;sampling_year;sampling_month;sampling_season;multiple_sampling;region;landuse_type;organism_groups;trophic_levels;sampling_methodology;file;stream_width
6547;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOLE382_38623;Spain;Spain;43.209436;-2.014168;59;2005;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6548;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOME080_37805;Spain;Spain;42.875099;-3.174467;617;2003;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6549;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOME080_38145;Spain;Spain;42.875099;-3.174467;617;2004;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6550;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOME080_38917;Spain;Spain;42.875099;-3.174467;617;2006;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6551;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOME244_38155;Spain;Spain;42.826234;-3.048323;512;2004;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6552;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOME332_37544;Spain;Spain;42.778148;-3.044373;480;2002;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6553;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOME332_38630;Spain;Spain;42.778148;-3.044373;480;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6554;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI122_38170;Spain;Spain;43.022814;-2.240532;200;2004;7;summer;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6555;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI258_37888;Spain;Spain;43.082168;-2.15145;142;2003;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6556;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI258_38966;Spain;Spain;43.082168;-2.15145;142;2006;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6557;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI424_38267;Spain;Spain;43.167936;-2.070242;79;2004;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6558;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI490_37531;Spain;Spain;43.210476;-2.031558;57;2002;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6559;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI490_38635;Spain;Spain;43.210476;-2.031558;57;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6560;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI606_37531;Spain;Spain;43.272285;-2.055667;14;2002;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6561;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESORI606_38629;Spain;Spain;43.272285;-2.055667;14;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6562;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOTU136_37876;Spain;Spain;42.875185;-3.066848;572;2003;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6563;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOTU136_38987;Spain;Spain;42.875185;-3.066848;572;2006;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6564;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOZA090_37532;Spain;Spain;43.049636;-2.15649;159;2002;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6565;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOZA090_38636;Spain;Spain;43.049636;-2.15649;159;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6566;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESOZI042_37508;Spain;Spain;43.277933;-2.16966;7;2002;9;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6567;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESPED-001_37879;Spain;Spain;42.11933;-3.226306;1053;2003;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6568;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESPIS-005_36222;Spain;Spain;42.637361;-4.309189;843;1999;3;winter;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6569;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESPIS-006_36848;Spain;Spain;42.980289;-4.464382;1154;2000;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6570;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESPUR080_37805;Spain;Spain;42.849357;-3.228586;751;2003;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6571;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESPUR080_38917;Spain;Spain;42.849357;-3.228586;751;2006;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6572;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESRFB-001_38664;Spain;Spain;42.567085;-5.918252;896;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6573;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESRIA-002_38625;Spain;Spain;41.575604;-3.68754;836;2005;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6574;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESRIA-3_38625;Spain;Spain;41.635417;-3.850685;802;2005;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6575;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESROD-001_38663;Spain;Spain;42.307992;-5.676366;798;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6576;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESTAM-002_38623;Spain;Spain;42.066896;-7.480083;484;2005;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6577;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESTER-004_36571;Spain;Spain;42.063126;-6.412912;893;2000;2;winter;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6578;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESTOR-002_38681;Spain;Spain;40.457436;-5.513432;948;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6579;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESTOR-2_38679;Spain;Spain;40.711565;-5.587704;831;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6580;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESTOR-5_38678;Spain;Spain;41.283715;-6.384176;430;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6581;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUAL090_37517;Spain;Spain;43.247273;-2.209062;89;2002;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6582;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUAL090_38631;Spain;Spain;43.247273;-2.209062;89;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6583;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUBI-001_38665;Spain;Spain;42.426216;-3.679862;853;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6584;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUCE-1_38672;Spain;Spain;41.190797;-6.563078;557;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6585;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUCR-001_36052;Spain;Spain;41.714707;-3.049921;954;1998;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6586;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUIB154_37517;Spain;Spain;43.174447;-2.254846;98;2002;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6587;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESUIB154_38631;Spain;Spain;43.174447;-2.254846;98;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6588;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO026_37938;Spain;Spain;43.007811;-2.328236;450;2003;11;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6589;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO026_38875;Spain;Spain;43.007811;-2.328236;450;2006;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6590;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO106_38160;Spain;Spain;43.073669;-2.329298;375;2004;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6591;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO210_37890;Spain;Spain;43.133445;-2.3501;217;2003;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6592;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO210_38625;Spain;Spain;43.133445;-2.3501;217;2005;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6593;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO490_37532;Spain;Spain;43.254152;-2.234128;20;2002;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6594;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURO490_38631;Spain;Spain;43.254152;-2.234128;20;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6595;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURU320_38170;Spain;Spain;43.224475;-1.925322;107;2004;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6596;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURU400_37936;Spain;Spain;43.257311;-1.970105;18;2003;11;autumn;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6597;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURU434_37530;Spain;Spain;43.278006;-1.954512;14;2002;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6598;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESURU434_38966;Spain;Spain;43.278006;-1.954512;14;2006;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6599;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESVAG-001_38666;Spain;Spain;42.0466;-4.647601;736;2005;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6600;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD160_37524;Spain;Spain;42.886689;-2.497194;552;2002;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6601;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD160_38628;Spain;Spain;42.886689;-2.497194;552;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6602;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD336_37798;Spain;Spain;42.920152;-2.61583;516;2003;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6603;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD336_38919;Spain;Spain;42.920152;-2.61583;516;2006;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6604;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD576_37524;Spain;Spain;42.834866;-2.784534;477;2002;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6605;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD576_38618;Spain;Spain;42.834866;-2.784534;477;2005;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6606;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD828_37524;Spain;Spain;42.678106;-2.895284;450;2002;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6607;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAD828_38630;Spain;Spain;42.678106;-2.895284;450;2005;10;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6608;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAI018_38155;Spain;Spain;42.759641;-2.585917;753;2004;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6609;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAI372_37798;Spain;Spain;42.692726;-2.843988;477;2003;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6610;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAI372_38910;Spain;Spain;42.692726;-2.843988;477;2006;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6611;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZAL150_38237;Spain;Spain;42.864163;-2.576161;531;2004;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6612;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZBA088_38191;Spain;Spain;42.914598;-2.435883;586;2004;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6613;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZSE042_37805;Spain;Spain;43.064375;-2.65913;552;2003;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6614;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZSE042_38919;Spain;Spain;43.064375;-2.65913;552;2006;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6615;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZSE288_38236;Spain;Spain;42.942731;-2.636085;517;2004;9;summer;4;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6616;Alberto Manzanos;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ESZZA160_38145;Spain;Spain;42.902762;-2.724634;519;2004;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6617;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-11_40765;Spain;Spain;42.86754736;-4.522808435;832;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6618;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-14_40787;Spain;Spain;40.53207522;-6.481100032;636;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6619;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-15_40766;Spain;Spain;42.86078768;-4.8266396;1231;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6620;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-18_40729;Spain;Spain;40.92655928;-4.062610139;1043;2011;7;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6621;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-19_40778;Spain;Spain;42.0475119;-3.247281122;966;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6622;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-20_40800;Spain;Spain;41.88033352;-2.701455834;1074;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6623;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-5_40765;Spain;Spain;41.39190601;-3.945409238;833;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6624;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GESTION EMBALSE-6_40752;Spain;Spain;40.68066263;-5.599403601;860;2011;7;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6625;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;GRO-001_40777;Spain;Spain;41.76806381;-3.66532003;842;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6626;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;Histórica_40793;Spain;Spain;40.71577165;-6.657244874;573;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6627;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;IMP-04_40788;Spain;Spain;42.99085345;-6.030696906;1147;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6628;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;IMP-16_40757;Spain;Spain;42.60483156;-4.456768687;846;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6629;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;IMP-31_40829;Spain;Spain;41.94709803;-6.619583655;851;2011;10;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6630;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;IMP-56_40793;Spain;Spain;41.44282363;-5.908751678;664;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6631;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;IMP-83_40801;Spain;Spain;40.49130502;-5.524001791;944;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6632;Carlos Alonso;Diego García de Jalón;Iregua_13_43675;Spain;Spain;42.22468362;-2.628115861;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6633;Carlos Alonso;Diego García de Jalón;Iregua_24_43675;Spain;Spain;42.29364746;-2.562617469;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6634;Carlos Alonso;Diego García de Jalón;Iregua_30_43675;Spain;Spain;42.33910047;-2.496519465;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6635;Carlos Alonso;Diego García de Jalón;Iregua_32_43675;Spain;Spain;42.35299066;-2.480988254;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6636;Carlos Alonso;Diego García de Jalón;Iregua_6_43676;Spain;Spain;42.16492622;-2.650946896;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6637;Carlos Alonso;Diego García de Jalón;Leza_6_43675;Spain;Spain;42.31562349;-2.410039741;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6638;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;MAT-001_40777;Spain;Spain;41.98428453;-3.505685114;883;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6639;Carlos Alonso;Jesús Renedo;MINGUETE_42769;Spain;Spain;40.81517634;-4.029421453;NA;2017;2;winter;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6640;Carlos Alonso;Diego García de Jalón;Najerilla_14_43676;Spain;Spain;42.23285706;-2.810337549;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6641;Carlos Alonso;Diego García de Jalón;Najerilla_19_43676;Spain;Spain;42.28756245;-2.762710878;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6642;Carlos Alonso;Diego García de Jalón;Najerilla_2_43676;Spain;Spain;42.1714688;-2.893201663;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6643;Carlos Alonso;Diego García de Jalón;Najerilla_26_43676;Spain;Spain;42.33651973;-2.749878198;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6644;Carlos Alonso;Diego García de Jalón;Najerilla_5_43676;Spain;Spain;42.18027351;-2.872129366;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6645;Carlos Alonso;Diego García de Jalón;Neila_6_43676;Spain;Spain;42.11801943;-2.986209302;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6646;Carlos Alonso;Diego García de Jalón;Oja_13_43677;Spain;Spain;42.56395467;-2.915499495;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6647;Carlos Alonso;Diego García de Jalón;Oja_3_43677;Spain;Spain;42.24758118;-3.03338351;NA;2019;7;summer;1;temperate;NA;invertebrates;>1;surber;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6648;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;P29_40767;Spain;Spain;41.63789849;-3.849171958;804;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6649;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;P30-BIO_40779;Spain;Spain;41.57968399;-3.082437239;892;2011;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6650;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;P44_40799;Spain;Spain;40.91108598;-6.479783654;664;2011;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6651;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;P56_43370;Spain;Spain;41.12967278;-4.523794243;782;2018;9;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
6652;Noemí Hernandez;Javier Gortázar, Diego García de Jalón, Carlos Alonso;P60_40744;Spain;Spain;42.34234951;-3.629677033;849;2011;7;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
